shrub_cov_20m,shrub_cov_30m,shrub_cov_40m,shrub_cov_50m
0.115094,0.1012,0.0623319,
0.112411,0.1284,0.0112512,
0.045432,0.1384,0.0101261,
0.065296,0.05,0.0141766,
0.046781,0.0264,0.0517557,
0.10487,0.0516,0.0128264,
0.027458,0.2696,0.0441049,
0.061778,0.2456,0.0108012,
0.090224,0.074,0.0076508,
0.13235,0.032,0.0027003,
0.202851,0.1804,0.0173269,
0.197373,0.072,0.0171019,
0.142373,0.04,0.0231776,
0.072708,0.0688,0.0407295,
0.060655,0.1168,0.0324036,
0.043384,0.0608,0.0299283,
0.045093,0.0352,0.0078759,
0.053288,0.0448,0.0139515,
0.243028,0.0408,0.0099011,
0.066083,0.0852,0.009451,
0.068965,0.092,0.0148516,
0.078185,0.138,0.0130514,
0.084399,0.1608,0.0078759,
0.061769,0.1552,0.0036004,
0.055275,0.1884,0.0038254,
0.086663,0.1152,0.0060757,
0.069498,0.0856,0.0054006,
0.088197,0.0684,,
0.132285,0.0396,,
0.131003,0.0256,,
0.10443,0.0528,,
0.089794,0.1472,,
0.075904,0.0632,,
0.046085,0.0624,,
0.010315,0.1304,,
0.085334,0.0844,,
0.030801,0.0868,,
0.118002,0.1316,,
0.116312,0.0868,,
0.137902,0.1008,,
0.240282,0.16,,
0.149294,0.1872,,
0.094833,0.124,,
0.105389,0.102,,
0.037898,0.126,,
0.054261,0.05,,
0.023706,0.0604,,
0.13782,0.0304,,
0.077345,0.02,,
0.052724,0.0952,,
0.042905,0.3404,,
0.05381,0.3092,,
0.091757,0.1284,,
0.070946,0.0736,,
0.078709,0.0332,,
0.080353,0.0268,,
0.072019,0.028,,
0.077451,0.0544,,
0.146287,0.1776,,
0.175103,0.2332,,
0.08501,0.1388,,
0.113734,0.0496,,
0.065064,0.03,,
0.068942,0.034,,
0.070319,0.0364,,
0.078245,0.058,,
0.063529,0.0344,,
0.082471,0.1756,,
0.105519,0.0756,,
0.192719,0.0944,,
0.102111,0.0956,,
0.042733,0.1036,,
0.06575,0.1232,,
0.063455,0.1668,,
0.022377,0.1524,,
0.023915,0.1792,,
0.083307,0.0952,,
0.075174,0.0648,,
0.016314,0.0424,,
0.059587,0.1292,,
0.025969,0.1824,,
0.080244,0.0428,,
0.093052,0.2492,,
0.081877,0.2872,,
0.072975,0.3052,,
0.06025,0.2824,,
0.08328,0.0956,,
0.131452,0.106,,
0.229,0.2104,,
0.171588,0.3232,,
0.106338,0.1312,,
0.092291,0.1696,,
0.11834,0.0876,,
0.11061,0.1428,,
0.140296,0.046,,
0.152376,0.0296,,
0.065723,0.032,,
0.038889,0.1204,,
0.042516,0.0332,,
0.046673,0.132,,
0.028458,0.0956,,
0.02089,0.0668,,
0.039337,0.0764,,
0.023478,0.1064,,
0.047963,0.062,,
0.051423,0.0656,,
0.039244,0.2336,,
0.036651,0.0644,,
0.021731,0.0536,,
0.088072,0.098,,
0.079555,0.0376,,
0.108144,0.0456,,
0.105005,0.0308,,
0.090489,0.0316,,
0.090389,0.0316,,
0.098033,0.0796,,
0.197795,0.1872,,
0.119839,0.19,,
0.084115,0.0552,,
0.122378,0.0948,,
0.146672,0.1084,,
0.120442,0.1308,,
0.155055,0.1088,,
0.186513,0.0412,,
0.195528,0.0152,,
0.084853,0.0488,,
0.031004,0.0276,,
0.056743,0.0228,,
0.045818,0.0352,,
0.010046,0.0496,,
0.023243,0.0228,,
0.005918,0.052,,
0.036409,0.0696,,
0.033426,0.2084,,
0.04243,0.142,,
0.095323,0.104,,
0.16204,0.0608,,
0.116582,0.1108,,
0.014972,0.164,,
0.068657,0.0596,,
0.095465,0.1572,,
0.08493,0.1972,,
0.067997,0.1996,,
0.071338,0.116,,
0.08266,0.186,,
0.156441,0.2488,,
0.120703,0.3864,,
0.094759,0.4156,,
0.098993,0.1772,,
0.149093,0.3352,,
0.153712,0.262,,
0.161491,0.0448,,
0.102547,0.0036,,
0.152168,0.0056,,
0.132146,0.0896,,
0.125226,0.0576,,
0.08041,0.1448,,
0.014743,0.1204,,
0.010496,0.162,,
0.007693,0.08,,
0.008339,0.03,,
0.00105,0.0616,,
0.133705,0.0976,,
0.081463,0.124,,
0.109607,0.0328,,
0.146593,0.0628,,
0.311834,0.1204,,
0.229521,0.11,,
0.092157,0.0392,,
0.065965,0.1252,,
0.092409,0.0648,,
0.070166,0.1124,,
0.068204,0.1952,,
0.07427,0.1236,,
0.118387,0.1012,,
0.077328,0.098,,
0.073203,0.0844,,
0.041329,0.07,,
0.034351,0.0644,,
0.050205,0.0716,,
0.062152,0.0612,,
0.085031,0.0136,,
0.115561,0.0548,,
0.103212,0.202,,
0.096118,0.0424,,
0.016835,0.0272,,
0.016588,0.0072,,
0.020321,0.0616,,
0.042532,0.2268,,
0.014402,0.2192,,
0.056542,0.1644,,
0.053696,0.0888,,
0.034016,0.03,,
0.214168,0.02,,
0.462689,0.0192,,
0.43714,0.06,,
0.144087,0.0672,,
0.11491,0.0308,,
0.034461,0.0492,,
0.052683,0.1012,,
0.049827,0.1284,,
0.055943,0.2008,,
0.098495,0.1488,,
0.171192,0.1148,,
0.157764,0.1472,,
0.126975,0.1328,,
0.070271,0.066,,
0.057759,0.0452,,
0.03361,0.14,,
0.115539,0.0612,,
0.112166,0.374,,
0.131431,0.2988,,
0.065347,0.3172,,
0.082419,0.3968,,
0.032782,0.3256,,
0.003435,0.1548,,
0.003148,0.0532,,
0.019961,0.0092,,
0.07614,0.032,,
0.053384,0.0516,,
0.047724,0.0416,,
0.249012,0.024,,
0.076472,0.0704,,
0.059442,0.1188,,
0.134297,0.1556,,
0.111959,0.0492,,
0.083041,0.082,,
0.01649,0.0468,,
0.018007,0.0708,,
0.093006,0.0476,,
0.091613,0.1136,,
0.140404,0.0352,,
0.153176,0.1208,,
0.064012,0.19,,
0.081809,0.1264,,
0.099647,0.0588,,
0.079115,0.1536,,
0.080162,0.0764,,
0.11457,0.1752,,
0.155433,0.1004,,
0.135105,0.164,,
0.095034,0.1272,,
0.039041,0.1136,,
0.028125,0.1024,,
0.018218,0.0876,,
0.048664,0.1004,,
0.115455,0.0832,,
0.123643,0.0268,,
0.07762,0.0188,,
0.144457,0.05,,
0.219193,0.2124,,
0.457987,0.0972,,
0.200246,0.0504,,
0.071723,0.1888,,
0.060718,0.072,,
0.060836,0.0684,,
0.082001,0.1372,,
0.154823,0.1116,,
0.154204,0.0332,,
0.183112,0.036,,
0.21249,0.0272,,
0.207508,0.0164,,
0.216756,0.0132,,
0.137364,0.0208,,
0.03932,0.0404,,
0.061404,0.06,,
0.067234,0.1152,,
0.079633,0.1028,,
0.104895,0.172,,
0.105557,0.0596,,
0.025698,0.084,,
0.019136,0.1104,,
0.065083,0.1036,,
0.068634,0.0648,,
0.125237,0.0316,,
0.214501,0.1724,,
0.242131,0.0536,,
0.382734,0.1284,,
0.460055,0.1012,,
0.306269,0.0912,,
0.493119,0.066,,
0.336567,0.0092,,
0.202965,0.0024,,
0.151322,0.0108,,
0.046292,0.0152,,
0.1512,0.058,,
0.209931,0.0732,,
0.235275,0.1024,,
0.232768,0.062,,
0.116485,0.1232,,
0.051602,0.1516,,
0.050457,0.0944,,
0.035888,0.102,,
0.047021,0.1184,,
0.071313,0.0328,,
0.084175,0.066,,
0.102761,0.064,,
0.116533,0.0864,,
0.033922,0.0932,,
0.032603,0.0888,,
0.029787,0.1048,,
0.080389,0.0564,,
0.047475,0.1116,,
0.063,0.0944,,
0.122289,0.0692,,
0.155956,0.1988,,
0.281357,0.1032,,
0.292103,0.144,,
0.371687,0.21,,
0.363592,0.1572,,
0.235912,0.1028,,
0.253433,0.1108,,
0.152904,0.1312,,
0.111655,0.1184,,
0.115275,0.034,,
0.061968,0.0288,,
0.038637,0.2312,,
0.057232,0.1912,,
0.060423,0.1196,,
0.024147,0.0776,,
0.013527,0.0396,,
0.061006,0.0492,,
0.07709,0.026,,
0.115911,0.028,,
0.103614,0.0212,,
0.050133,0.0232,,
0.03351,0.0572,,
0.046519,0.0164,,
0.046163,0.0096,,
0.064304,0.0056,,
0.072951,0.0356,,
0.263333,0.0488,,
0.307898,0.0788,,
0.186755,0.1184,,
0.219499,0.1416,,
0.176615,0.086,,
0.243224,0.2336,,
0.247479,0.1172,,
0.117839,0.1136,,
0.175533,0.1052,,
0.142646,0.0832,,
0.067023,0.0976,,
0.056231,0.216,,
0.046503,0.1268,,
0.041216,0.0868,,
0.079671,0.0336,,
0.080767,0.0464,,
0.031825,0.032,,
0.030211,0.0272,,
0.070078,0.0348,,
0.047827,0.0576,,
0.087291,0.0284,,
0.066518,0.0312,,
0.027083,0.052,,
0.014446,0.0688,,
0.034049,0.0452,,
0.057347,0.0504,,
0.084921,0.1568,,
0.083146,0.1856,,
0.115397,0.0884,,
0.285861,0.1568,,
0.399199,0.0784,,
0.413476,0.0328,,
0.474486,0.0312,,
0.368244,0.094,,
0.092973,0.0924,,
0.054353,0.1272,,
0.106856,0.0704,,
0.108124,0.0684,,
0.041157,0.0496,,
0.051326,0.1352,,
0.060029,0.0448,,
0.076407,0.0676,,
0.075375,0.1668,,
0.043396,0.1816,,
0.049445,0.2648,,
0.072747,0.1848,,
0.066493,0.144,,
0.092845,0.1368,,
0.097249,0.0484,,
0.095533,0.0668,,
0.030154,0.048,,
0.026575,0.0772,,
0.057133,0.1408,,
0.068111,0.2144,,
0.054391,0.0544,,
0.04989,0.058,,
0.032344,0.0344,,
0.042156,0.0052,,
0.104351,0.0204,,
0.100063,0.0132,,
0.089586,0.0064,,
0.04573,0.01,,
0.049835,0.0052,,
0.126823,0.0348,,
0.100775,0.0304,,
0.12254,0.0196,,
0.084641,0.0276,,
0.055051,0.0148,,
0.058864,0.0464,,
0.066733,0.026,,
0.042251,0.0468,,
0.053686,0.1068,,
0.101816,0.0904,,
0.115302,0.0564,,
0.073059,0.0616,,
0.046927,0.03,,
0.056916,0.1096,,
0.046686,0.138,,
0.039586,0.0636,,
0.062453,0.0212,,
0.061103,0.0636,,
0.068518,0.0772,,
0.045039,0.0788,,
0.019028,0.0276,,
0.024055,0.066,,
0.00759,0.0404,,
0.021735,0.0084,,
0.019592,0.076,,
0.0125,0.0348,,
0.010572,0.0732,,
0.026408,0.0948,,
0.09199,0.0628,,
0.092721,0.1632,,
0.234556,0.1016,,
0.09411,0.1424,,
0.059821,0.1468,,
0.047523,0.0304,,
0.046919,0.046,,
0.059463,0.0512,,
0.093095,0.106,,
0.07053,0.0576,,
0.048278,0.1136,,
0.062411,0.0704,,
0.048601,0.0376,,
0.041039,0.1324,,
0.047064,0.0396,,
0.053098,0.0328,,
0.09407,0.0244,,
0.068673,0.1992,,
0.062121,0.1636,,
0.019406,0.134,,
0.082051,0.1128,,
0.029512,0.0812,,
0.030438,0.104,,
0.034182,0.0768,,
0.033087,0.0628,,
0.049227,0.0496,,
0.021314,0.0952,,
0.030524,0.1576,,
0.130416,0.116,,
0.241516,0.0892,,
0.160719,0.0204,,
0.107144,0.0048,,
0.0401,0.006,,
0.142003,0.006,,
0.149128,0.0092,,
0.163616,0.0044,,
0.080737,0.006,,
0.069192,0.014,,
0.025946,0.0236,,
0.02348,0.0284,,
0.080168,0.0104,,
0.04066,0.0208,,
0.043711,0.012,,
0.046033,0.0756,,
0.026064,0.016,,
0.030733,0.0204,,
0.034563,0.0408,,
0.009105,0.0848,,
0.003456,0.1072,,
0.011778,0.172,,
0.007408,0.16,,
0.01713,0.19,,
0.057248,0.0556,,
0.046994,0.0664,,
0.090045,0.0768,,
0.126678,0.1144,,
0.253515,0.0552,,
0.316638,0.0588,,
0.443714,0.0388,,
0.106336,0.0616,,
0.090504,0.0244,,
0.089322,0.0912,,
0.12036,0.1088,,
0.131971,0.0864,,
0.090366,0.0936,,
0.06817,0.0964,,
0.058769,0.1524,,
0.063153,0.194,,
0.064876,0.1296,,
0.049379,0.0836,,
0.02675,0.0672,,
0.007482,0.0304,,
0.079813,0.0588,,
0.058037,0.0812,,
0.049872,0.0604,,
0.037767,0.0888,,
0.029643,0.0844,,
0.014041,0.1016,,
0.029603,0.0496,,
0.173735,0.0176,,
0.403856,0.0528,,
0.478983,0.046,,
0.438901,0.168,,
0.150007,0.1688,,
0.149199,0.2244,,
0.264332,0.1992,,
0.060027,0.0864,,
0.032325,0.1604,,
0.058554,0.118,,
0.089476,0.1068,,
0.067021,0.0596,,
0.064186,0.16,,
0.050698,0.0588,,
0.043158,0.0944,,
0.078018,0.0512,,
0.058298,0.0316,,
0.016736,0.0392,,
0.010794,0.0352,,
0.008813,0.0316,,
0.018065,0.0644,,
0.01818,0.066,,
0.042064,0.128,,
0.027051,0.016,,
0.030633,0.0384,,
0.047784,0.0328,,
0.198621,0.0052,,
0.394665,0.0724,,
0.45323,0.128,,
0.452394,0.1468,,
0.402946,0.0756,,
0.288043,0.0216,,
0.228633,0.0712,,
0.15892,0.1696,,
0.040851,0.1996,,
0.039015,0.2508,,
0.065779,0.2936,,
0.037772,0.2084,,
0.032654,0.086,,
0.077339,0.058,,
0.073792,0.0816,,
0.055345,0.06,,
0.086099,0.0388,,
0.107442,0.054,,
0.031597,0.0424,,
0.009496,0.0276,,
0.003164,0.0584,,
0.007354,0.0396,,
0.013147,0.0932,,
0.056173,0.1076,,
0.145393,0.1252,,
0.096908,0.1208,,
0.210896,0.2364,,
0.409901,0.1168,,
0.39176,0.0956,,
0.462972,0.0748,,
0.375312,0.0432,,
0.255054,0.0544,,
0.314004,0.0632,,
0.486288,0.1084,,
0.301295,0.0612,,
0.035687,0.1692,,
0.033079,0.1208,,
0.043788,0.0564,,
0.025448,0.0548,,
0.054859,0.0548,,
0.10523,0.0664,,
0.060275,0.0248,,
0.039105,0.0776,,
0.052618,0.2112,,
0.06741,0.1392,,
0.040688,0.1196,,
0.009004,0.118,,
0.002043,0.122,,
0.007074,0.0908,,
0.047705,0.08,,
0.125395,0.0876,,
0.234535,0.1756,,
0.296892,0.2108,,
0.350944,0.0928,,
0.2094,0.028,,
0.126108,0.092,,
0.103968,0.0836,,
0.050544,0.0592,,
0.051044,0.0288,,
0.148002,0.024,,
0.239335,0.0756,,
0.419063,0.0388,,
0.044018,0.008,,
0.028012,0.0356,,
0.033088,0.0384,,
0.073974,0.0092,,
0.061596,0.1036,,
0.089255,0.0176,,
0.047941,0.0556,,
0.042668,0.0296,,
0.057326,0.0804,,
0.035363,0.1584,,
0.005674,0.264,,
0.003843,0.2604,,
0.024718,0.3884,,
0.06317,0.38,,
0.101997,0.0668,,
0.225103,0.0236,,
0.221526,0.0688,,
0.147866,0.0884,,
0.034261,0.0532,,
0.034354,0.0072,,
0.027433,0.0348,,
0.022093,0.0628,,
0.019831,0.1128,,
0.047167,0.0656,,
0.045635,0.014,,
0.048738,0.1148,,
0.048986,0.1484,,
0.050019,0.266,,
0.072123,0.4216,,
0.066371,0.2788,,
0.056269,0.094,,
0.071235,0.064,,
0.065623,0.0664,,
0.041913,0.0504,,
0.052926,0.08,,
0.020428,0.06,,
0.002532,0.1252,,
0.01937,0.0556,,
0.032824,0.184,,
0.039156,0.0364,,
0.051738,0.0676,,
0.019114,0.062,,
0.044974,0.042,,
0.041005,0.0256,,
0.020402,0.0716,,
0.047275,0.0956,,
0.02726,0.144,,
0.080367,0.112,,
0.108214,0.1504,,
0.173655,0.1536,,
0.099012,0.146,,
0.024911,0.0768,,
0.061098,0.09,,
0.044629,0.1468,,
0.021349,0.1888,,
0.047765,0.0932,,
0.067379,0.052,,
0.042493,0.1532,,
0.019824,0.2212,,
0.005277,0.2296,,
0.045704,0.0976,,
0.013184,0.0392,,
0.003071,0.082,,
0.023037,0.0928,,
0.022784,0.0044,,
0.025966,0.0076,,
0.021961,0.0372,,
0.030509,0.0364,,
0.033147,0.0208,,
0.038149,0.09,,
0.036556,0.0112,,
0.05131,0.0316,,
0.112431,0.0368,,
0.163625,0.0508,,
0.264462,0.3556,,
0.171211,0.2436,,
0.059691,0.228,,
0.04297,0.224,,
0.057725,0.14,,
0.021885,0.0984,,
0.04243,0.0288,,
0.054473,0.068,,
0.052347,0.042,,
0.035503,0.0524,,
0.036218,0.0392,,
0.030478,0.0208,,
0.054201,0.0276,,
0.019349,0.0572,,
0.005247,0.0756,,
0.028171,0.0112,,
0.017872,0.0424,,
0.019721,0.1436,,
0.010686,0.2924,,
0.02552,0.22,,
0.033806,0.1192,,
0.028265,0.0504,,
0.04411,0.0476,,
0.129253,0.0736,,
0.075207,0.0716,,
0.057363,0.084,,
0.069995,0.066,,
0.082841,0.1048,,
0.026801,0.1292,,
0.042097,0.0276,,
0.034362,0.1744,,
0.045344,0.042,,
0.054179,0.04,,
0.053532,0.046,,
0.024303,0.02,,
0.037014,0.0096,,
0.076902,0.0248,,
0.104412,0.0296,,
0.028756,0.1148,,
0.011298,0.0996,,
0.01921,0.1184,,
0.019134,0.1804,,
0.015209,0.096,,
0.013217,0.0804,,
0.014054,0.0724,,
0.038699,0.122,,
0.038598,0.108,,
0.018962,0.0692,,
0.026486,0.1628,,
0.041452,0.202,,
0.031893,0.1628,,
0.01687,0.1312,,
0.018376,0.1208,,
0.047181,0.072,,
0.034357,0.0452,,
0.050359,0.0608,,
0.053776,0.1348,,
0.0545,0.0748,,
0.037572,0.024,,
0.035598,0.012,,
0.055309,0.0112,,
0.038753,0.0696,,
0.011285,0.0216,,
0.010954,0.0396,,
0.011741,0.0352,,
0.006139,0.0928,,
0.028911,0.106,,
0.023046,0.084,,
0.056957,0.03,,
0.06954,0.0232,,
0.044756,0.098,,
0.019131,0.0748,,
0.033298,0.062,,
0.078848,0.0596,,
0.047137,0.054,,
0.047584,0.0692,,
0.034457,0.022,,
0.051961,0.0488,,
0.078445,0.0552,,
0.053518,0.0596,,
0.010294,0.0252,,
0.027256,0.0052,,
0.018718,0.0484,,
0.00747,0.1964,,
0.009407,0.1196,,
0.008034,0.0904,,
0.020805,0.0396,,
0.021351,0.0488,,
0.035873,0.0404,,
0.068366,0.076,,
0.066638,0.0912,,
0.107214,0.0768,,
0.097519,0.084,,
0.06572,0.1836,,
0.079087,0.0472,,
0.054273,0.0828,,
0.033226,0.2544,,
0.014631,0.0532,,
0.039672,0.0652,,
0.012898,0.0296,,
0.000213,0.0004,,
0.005164,0.024,,
0.029553,0.0292,,
0.013267,0.0332,,
0.023735,0.1784,,
0.022485,0.0772,,
0.08324,0.1252,,
0.05486,0.1632,,
0.087133,0.0888,,
0.185419,0.0604,,
0.137153,0.1184,,
0.048454,0.176,,
0.099234,0.0584,,
0.068836,0.0556,,
0.030725,0.1776,,
0.011079,0.1168,,
0.008548,0.0832,,
0.026586,0.166,,
0.009239,0.1064,,
0.000398,0.0964,,
0.031706,0.1252,,
0.070543,0.1488,,
0.022082,0.1404,,
0.004315,0.078,,
0.035952,0.0096,,
0.025977,0.0148,,
0.041845,0.0116,,
0.052728,0.0636,,
0.089818,0.1656,,
0.110573,0.1564,,
0.043438,0.06,,
0.042018,0.0384,,
0.018017,0.0448,,
0.004392,0.0296,,
0.005397,0.0288,,
0.006399,0.024,,
0.00426,0.0224,,
0.002065,0.0412,,
0.058367,0.0456,,
0.074831,0.0068,,
0.020006,0.0256,,
0.004003,0.0232,,
0.00236,0.0512,,
0.059337,0.0388,,
0.019612,0.1292,,
0.035911,0.2184,,
0.058118,0.184,,
0.062591,0.1708,,
0.034527,0.0884,,
0.009087,0.0704,,
0.007414,0.054,,
0.006658,0.0236,,
0.001841,0.0808,,
0.006169,0.0652,,
0.063283,0.1004,,
0.069113,0.1632,,
0.021531,0.1068,,
0.008923,0.0268,,
0.002489,0.1724,,
0.030917,0.0968,,
0.018781,0.0572,,
0.014495,0.0216,,
0.017812,0.0436,,
0.01802,0.0384,,
0.022814,0.0384,,
0.011109,0.0944,,
0.003435,0.0752,,
0.001729,0.1456,,
0.01292,0.0688,,
0.048507,0.1152,,
0.016788,0.098,,
0.010691,0.1132,,
0.01915,0.0268,,
0.006645,0.1016,,
0.014245,0.1484,,
0.014878,0.0304,,
0.018279,0.0864,,
0.016938,0.2272,,
0.026064,0.1196,,
0.00922,0.1644,,
0.00261,0.1244,,
0.002623,0.0724,,
0.020927,0.082,,
0.03017,0.2028,,
0.010624,0.172,,
0.016128,0.1156,,
0.009861,0.0796,,
0.010621,0.0064,,
0.017709,0.0088,,
0.021063,0.006,,
0.009223,0.0476,,
0.003682,0.0548,,
0.001731,0.0764,,
0.001973,0.06,,
0.006048,0.0528,,
0.023618,0.0616,,
0.016304,0.064,,
0.016795,0.088,,
0.010087,0.17,,
0.031784,0.052,,
0.024631,0.032,,
0.009988,0.0236,,
0.007734,0.0492,,
0.005376,0.1196,,
0.004768,0.1384,,
0.011442,0.152,,
0.010275,0.1596,,
0.024985,0.1152,,
0.017407,0.206,,
0.011813,0.112,,
0.016591,0.0976,,
0.016197,0.068,,
0.013362,0.0532,,
0.008489,0.0788,,
0.01193,0.1016,,
0.010327,0.0524,,
0.012728,0.1056,,
0.013453,0.0936,,
0.007788,0.0968,,
,0.0448,,
,0.1784,,
,0.082,,
,0.0428,,
,0.0656,,
,0.0704,,
,0.068,,
,0.092,,
,0.1504,,
,0.0912,,
,0.1524,,
,0.1148,,
,0.058,,
,0.0716,,
,0.1004,,
,0.0664,,
,0.0464,,
,0.1852,,
,0.0424,,
,0.1584,,
,0.1664,,
,0.0964,,
,0.14,,
,0.1396,,
,0.0648,,
,0.1044,,
,0.1532,,
,0.1576,,
,0.084,,
,0.1088,,
,0.0368,,
,0.0608,,
,0.09,,
,0.0936,,
,0.156,,
,0.1048,,
,0.0404,,
,0.0436,,
,0.0672,,
,0.1248,,
,0.3192,,
,0.072,,
,0.1264,,
,0.1428,,
,0.1084,,
,0.0968,,
,0.2168,,
,0.1752,,
,0.1416,,
,0.104,,
,0.1204,,
,0.0584,,
,0.0676,,
,0.0832,,
,0.0424,,
,0.0876,,
,0.088,,
,0.1708,,
,0.0928,,
,0.0828,,
,0.144,,
,0.1872,,
,0.148,,
,0.1084,,
,0.0696,,
,0.0968,,
,0.0696,,
,0.0908,,
,0.0892,,
,0.1296,,
,0.188,,
,0.1404,,
,0.0492,,
,0.048,,
,0.0804,,
,0.078,,
,0.0884,,
,0.1376,,
,0.118,,
,0.1352,,
,0.0652,,
,0.0756,,
,0.1464,,
,0.1484,,
,0.0788,,
,0.1652,,
,0.176,,
,0.1132,,
,0.1192,,
,0.1852,,
,0.1648,,
,0.202,,
,0.1872,,
,0.0744,,
,0.1344,,
,0.072,,
,0.0336,,
,0.0172,,
,0.0664,,
,0.11,,
,0.0644,,
,0.0672,,
,0.0612,,
,0.0684,,
,0.0544,,
,0.054,,
,0.0936,,
,0.0876,,
,0.0872,,
,0.1024,,
,0.12,,
,0.0656,,
,0.0336,,
,0.0504,,
,0.0896,,
,0.1528,,
,0.1148,,
,0.22,,
,0.246,,
,0.168,,
,0.128,,
,0.0836,,
,0.0656,,
,0.0728,,
,0.0652,,
,0.0844,,
,0.1016,,
,0.0884,,
,0.1456,,
,0.092,,
,0.0408,,
,0.068,,
,0.0616,,
,0.1028,,
,0.1864,,
,0.1448,,
,0.116,,
,0.054,,
,0.0372,,
,0.118,,
,0.1044,,
,0.0348,,
,0.128,,
,0.2048,,
,0.0864,,
,0.1088,,
,0.2992,,
,0.3088,,
,0.1844,,
,0.1516,,
,0.1284,,
,0.0204,,
,0.024,,
,0.0828,,
,0.0576,,
,0.154,,
,0.3468,,
,0.032,,
,0.0432,,
,0.0168,,
,0.0252,,
,0.0512,,
,0.1244,,
,0.078,,
,0.1132,,
,0.1268,,
,0.1324,,
,0.0568,,
,0.0768,,
,0.0552,,
,0.0604,,
,0.1692,,
,0.1896,,
,0.2264,,
,0.1336,,
,0.0728,,
,0.0472,,
,0.0664,,
,0.0568,,
,0.0884,,
,0.0668,,
,0.07,,
,0.0792,,
,0.11,,
,0.186,,
,0.0648,,
,0.0868,,
,0.0388,,
,0.0692,,
,0.0888,,
,0.1264,,
,0.174,,
,0.1268,,
,0.0668,,
,0.0268,,
,0.0548,,
,0.1068,,
,0.028,,
,0.0532,,
,0.1216,,
,0.0956,,
,0.1232,,
,0.168,,
,0.2116,,
,0.216,,
,0.1828,,
,0.0704,,
,0.1196,,
,0.202,,
,0.0728,,
,0.0328,,
,0.0952,,
,0.1532,,
,0.0092,,
,0.0328,,
,0.0424,,
,0.074,,
,0.078,,
,0.0432,,
,0.1744,,
,0.0764,,
,0.0652,,
,0.0548,,
,0.058,,
,0.0604,,
,0.196,,
,0.2376,,
,0.1908,,
,0.078,,
,0.0392,,
,0.0452,,
,0.0804,,
,0.0684,,
,0.0332,,
,0.104,,
,0.0744,,
,0.0808,,
,0.106,,
,0.1852,,
,0.1696,,
,0.124,,
,0.0952,,
,0.1464,,
,0.1356,,
,0.032,,
,0.0592,,
,0.058,,
,0.0104,,
,0.0492,,
,0.0428,,
,0.0532,,
,0.0352,,
,0.0328,,
,0.082,,
,0.1032,,
,0.2756,,
,0.2944,,
,0.2128,,
,0.13,,
,0.1328,,
,0.1888,,
,0.1112,,
,0.128,,
,0.1048,,
,0.1336,,
,0.1708,,
,0.0508,,
,0.0824,,
,0.058,,
,0.0932,,
,0.1924,,
,0.1652,,
,0.1116,,
,0.0944,,
,0.1188,,
,0.1104,,
,0.2308,,
,0.1016,,
,0.0464,,
,0.0548,,
,0.0624,,
,0.0948,,
,0.09,,
,0.0768,,
,0.0936,,
,0.0928,,
,0.1004,,
,0.082,,
,0.1168,,
,0.16,,
,0.0868,,
,0.1208,,
,0.1152,,
,0.1576,,
,0.1464,,
,0.1076,,
,0.0368,,
,0.0212,,
,0.0184,,
,0.0052,,
,0.1064,,
,0.09,,
,0.2212,,
,0.1408,,
,0.0252,,
,0.0768,,
,0.1508,,
,0.2472,,
,0.16,,
,0.2516,,
,0.1504,,
,0.1928,,
,0.1228,,
,0.0868,,
,0.0812,,
,0.1048,,
,0.2276,,
,0.1148,,
,0.1724,,
,0.152,,
,0.1136,,
,0.0692,,
,0.0812,,
,0.086,,
,0.1612,,
,0.2472,,
,0.1348,,
,0.0532,,
,0.072,,
,0.0968,,
,0.1356,,
,0.0876,,
,0.0656,,
,0.0432,,
,0.0708,,
,0.062,,
,0.062,,
,0.0684,,
,0.1328,,
,0.0656,,
,0.0692,,
,0.0668,,
,0.08,,
,0.102,,
,0.1368,,
,0.0744,,
,0.008,,
,0.0256,,
,0.012,,
,0.0608,,
,0.038,,
,0.2108,,
,0.3988,,
,0.1372,,
,0.1812,,
,0.1412,,
,0.1252,,
,0.1188,,
,0.0676,,
,0.0712,,
,0.1552,,
,0.0692,,
,0.06,,
,0.0768,,
,0.114,,
,0.1244,,
,0.1568,,
,0.0872,,
,0.0584,,
,0.0772,,
,0.082,,
,0.0772,,
,0.1948,,
,0.0672,,
,0.0692,,
,0.076,,
,0.1096,,
,0.1136,,
,0.1112,,
,0.0568,,
,0.0608,,
,0.066,,
,0.0424,,
,0.0176,,
,0.0536,,
,0.0936,,
,0.1808,,
,0.1188,,
,0.0844,,
,0.0712,,
,0.0908,,
,0.1584,,
,0.0988,,
,0.0592,,
,0.0112,,
,0.0332,,
,0.0864,,
,0.0596,,
,0.2328,,
,0.1832,,
,0.07,,
,0.068,,
,0.1572,,
,0.1616,,
,0.0508,,
,0.0644,,
,0.0256,,
,0.0156,,
,0.0436,,
,0.0264,,
,0.0376,,
,0.0576,,
,0.1188,,
,0.04,,
,0.0852,,
,0.0948,,
,0.0648,,
,0.0944,,
,0.162,,
,0.0512,,
,0.0544,,
,0.1164,,
,0.1004,,
,0.104,,
,0.0624,,
,0.0656,,
,0.064,,
,0.0152,,
,0.0532,,
,0.1076,,
,0.1424,,
,0.1864,,
,0.1804,,
,0.1604,,
,0.0824,,
,0.0544,,
,0.0884,,
,0.1032,,
,0.0604,,
