FID,uniID,Count_,Shrub_Cov,Aspect,Slope,Elev,x_utm,y_utm,x_wgs,y_wgs
233,4441.000000000000000,0,0.0376493,68.1986008,7.6675801,658,696999.999998999992386,4063340.000000000000000,-120.794846000000007,36.695328000000003
234,4507.000000000000000,0,0.0071713,180.0000000,2.8624101,670,696659.999998999992386,4063360.000000000000000,-120.798643999999996,36.695579000000002
235,4508.000000000000000,0,0.0600595,135.0000000,3.5404799,670,696679.999998999992386,4063360.000000000000000,-120.798421000000005,36.695574999999998
236,4509.000000000000000,1,0.0663344,142.1250000,4.0760598,668,696699.999998999992386,4063360.000000000000000,-120.798197000000002,36.695571000000001
237,4510.000000000000000,2,0.0080677,135.0000000,3.5404799,668,696719.999998999992386,4063360.000000000000000,-120.797972999999999,36.695565999999999
238,4511.000000000000000,2,0.0717129,90.0000000,5.0006399,666,696739.999998999992386,4063360.000000000000000,-120.797748999999996,36.695562000000002
239,4512.000000000000000,0,0.0089641,69.4440002,6.0960798,664,696759.999998999992386,4063360.000000000000000,-120.797526000000005,36.695557999999998
240,4513.000000000000000,1,0.0403385,50.7106018,5.0762100,662,696779.999998999992386,4063360.000000000000000,-120.797302000000002,36.695554000000001
241,4514.000000000000000,0,0.0000000,18.4349003,4.5202298,661,696799.999998999992386,4063360.000000000000000,-120.797077999999999,36.695549999999997
242,4515.000000000000000,0,0.0600595,352.8750000,5.7547402,661,696819.999998999992386,4063360.000000000000000,-120.796854999999994,36.695546000000000
243,4516.000000000000000,3,0.0035856,345.2560120,7.0004802,662,696839.999998999992386,4063360.000000000000000,-120.796631000000005,36.695542000000003
244,4517.000000000000000,2,0.0304780,356.9869995,6.7814498,662,696859.999998999992386,4063360.000000000000000,-120.796407000000002,36.695537000000002
245,4518.000000000000000,0,0.0295816,7.1250200,5.7547402,662,696879.999998999992386,4063360.000000000000000,-120.796182999999999,36.695532999999998
246,4519.000000000000000,5,0.0143426,18.4349003,4.5202298,662,696899.999998999992386,4063360.000000000000000,-120.795959999999994,36.695529000000001
247,4520.000000000000000,1,0.0026892,37.8750000,4.0760598,661,696919.999998999992386,4063360.000000000000000,-120.795736000000005,36.695525000000004
248,4521.000000000000000,4,0.0008964,45.0000000,4.0446901,660,696939.999998999992386,4063360.000000000000000,-120.795512000000002,36.695520999999999
249,4522.000000000000000,1,0.0000000,26.5650997,3.1996000,659,696959.999998999992386,4063360.000000000000000,-120.795287999999999,36.695517000000002
250,4523.000000000000000,1,0.0000000,45.0000000,4.0446901,659,696979.999998999992386,4063360.000000000000000,-120.795064999999994,36.695512999999998
251,4590.000000000000000,0,0.0134462,18.4349003,3.3932500,670,696659.999998999992386,4063380.000000000000000,-120.798638999999994,36.695759000000002
252,4591.000000000000000,0,0.0000000,30.9638004,4.1687398,669,696679.999998999992386,4063380.000000000000000,-120.798415000000006,36.695754999999998
253,4592.000000000000000,2,0.0968124,29.0545998,3.6817801,669,696699.999998999992386,4063380.000000000000000,-120.798192000000000,36.695751000000001
254,4593.000000000000000,0,0.0224103,51.3401985,4.5761399,668,696719.999998999992386,4063380.000000000000000,-120.797967999999997,36.695746999999997
255,4594.000000000000000,2,0.0788841,66.0374985,7.0184102,666,696739.999998999992386,4063380.000000000000000,-120.797743999999994,36.695742000000003
256,4595.000000000000000,4,0.0295816,66.0374985,7.0184102,663,696759.999998999992386,4063380.000000000000000,-120.797521000000003,36.695737999999999
257,4596.000000000000000,0,0.0770913,56.3098984,5.1506500,661,696779.999998999992386,4063380.000000000000000,-120.797297000000000,36.695734000000002
258,4597.000000000000000,0,0.0044820,37.8750000,4.0760598,660,696799.999998999992386,4063380.000000000000000,-120.797072999999997,36.695729999999998
259,4598.000000000000000,5,0.0564739,12.9946003,4.7666001,659,696819.999998999992386,4063380.000000000000000,-120.796848999999995,36.695726000000001
260,4599.000000000000000,1,0.0098605,349.9920044,6.1579199,659,696839.999998999992386,4063380.000000000000000,-120.796626000000003,36.695722000000004
261,4600.000000000000000,1,0.0340636,349.9920044,6.1579199,660,696859.999998999992386,4063380.000000000000000,-120.796402000000000,36.695717999999999
262,4601.000000000000000,2,0.0107569,0.0000000,5.7105899,660,696879.999998999992386,4063380.000000000000000,-120.796177999999998,36.695712999999998
263,4602.000000000000000,5,0.0161354,3.8140700,5.3676400,660,696899.999998999992386,4063380.000000000000000,-120.795953999999995,36.695709000000001
264,4603.000000000000000,3,0.0134462,18.4349003,4.5202298,660,696919.999998999992386,4063380.000000000000000,-120.795731000000004,36.695704999999997
265,4604.000000000000000,0,0.0062749,37.8750000,4.0760598,659,696939.999998999992386,4063380.000000000000000,-120.795507000000001,36.695701000000000
266,4672.000000000000000,0,0.0000000,15.2551003,4.0760598,668,696639.999998999992386,4063400.000000000000000,-120.798857999999996,36.695943000000000
267,4673.000000000000000,0,0.0358564,18.4349003,5.6437101,668,696659.999998999992386,4063400.000000000000000,-120.798634000000007,36.695939000000003
268,4674.000000000000000,0,0.0233067,22.3801003,6.5548201,667,696679.999998999992386,4063400.000000000000000,-120.798410000000004,36.695934999999999
269,4675.000000000000000,3,0.0627488,12.5288000,6.5740099,666,696699.999998999992386,4063400.000000000000000,-120.798186999999999,36.695931000000002
270,4676.000000000000000,3,0.0573703,26.5650997,6.3793702,666,696719.999998999992386,4063400.000000000000000,-120.797962999999996,36.695926999999998
271,4677.000000000000000,1,0.0806770,52.5946007,7.6184301,664,696739.999998999992386,4063400.000000000000000,-120.797739000000007,36.695923000000001
272,4678.000000000000000,1,0.0008964,56.3098984,7.7001600,662,696759.999998999992386,4063400.000000000000000,-120.797515000000004,36.695917999999999
273,4679.000000000000000,0,0.0161354,45.0000000,6.0545001,660,696779.999998999992386,4063400.000000000000000,-120.797291999999999,36.695914000000002
274,4680.000000000000000,5,0.0322708,32.4711990,4.6587400,659,696799.999998999992386,4063400.000000000000000,-120.797067999999996,36.695909999999998
275,4681.000000000000000,4,0.0044820,30.9638004,4.1687398,658,696819.999998999992386,4063400.000000000000000,-120.796843999999993,36.695906000000001
276,4682.000000000000000,3,0.0752985,0.0000000,4.2891502,657,696839.999998999992386,4063400.000000000000000,-120.796621000000002,36.695901999999997
277,4683.000000000000000,4,0.0188246,348.6900024,5.4612598,658,696859.999998999992386,4063400.000000000000000,-120.796396999999999,36.695898000000000
278,4684.000000000000000,3,0.0224103,0.0000000,5.7105899,658,696879.999998999992386,4063400.000000000000000,-120.796172999999996,36.695894000000003
279,4685.000000000000000,3,0.0295816,356.1860046,5.3676400,658,696899.999998999992386,4063400.000000000000000,-120.795948999999993,36.695889000000001
280,4686.000000000000000,3,0.0026892,0.0000000,4.2891502,658,696919.999998999992386,4063400.000000000000000,-120.795726000000002,36.695884999999997
281,4754.000000000000000,0,0.0000000,21.8013992,3.8510301,668,696619.999998999992386,4063420.000000000000000,-120.799075999999999,36.696128000000002
282,4755.000000000000000,0,0.0053785,30.9638004,4.1687398,667,696639.999998999992386,4063420.000000000000000,-120.798852999999994,36.696123000000000
283,4756.000000000000000,2,0.0501990,32.4711990,4.6587400,666,696659.999998999992386,4063420.000000000000000,-120.798629000000005,36.696119000000003
284,4757.000000000000000,1,0.0457169,33.6901016,5.1506500,665,696679.999998999992386,4063420.000000000000000,-120.798405000000002,36.696114999999999
285,4758.000000000000000,1,0.0788841,18.4349003,4.5202298,664,696699.999998999992386,4063420.000000000000000,-120.798181000000000,36.696111000000002
286,4759.000000000000000,3,0.0430277,26.5650997,4.7931800,664,696719.999998999992386,4063420.000000000000000,-120.797957999999994,36.696106999999998
287,4760.000000000000000,2,0.0457169,52.5946007,7.6184301,663,696739.999998999992386,4063420.000000000000000,-120.797734000000005,36.696103000000001
288,4761.000000000000000,2,0.0331672,51.3401985,9.0946398,660,696759.999998999992386,4063420.000000000000000,-120.797510000000003,36.696098999999997
289,4762.000000000000000,1,0.0125498,34.3802986,8.1878500,658,696779.999998999992386,4063420.000000000000000,-120.797286999999997,36.696094000000002
290,4763.000000000000000,2,0.0179282,12.5288000,6.5740099,657,696799.999998999992386,4063420.000000000000000,-120.797062999999994,36.696089999999998
291,4764.000000000000000,4,0.0385457,9.4623203,4.3480902,657,696819.999998999992386,4063420.000000000000000,-120.796839000000006,36.696086000000001
292,4765.000000000000000,4,0.0555775,14.0361996,2.9503500,656,696839.999998999992386,4063420.000000000000000,-120.796615000000003,36.696081999999997
293,4766.000000000000000,2,0.0215139,0.0000000,3.5763299,656,696859.999998999992386,4063420.000000000000000,-120.796391999999997,36.696078000000000
294,4767.000000000000000,2,0.0000000,0.0000000,4.2891502,656,696879.999998999992386,4063420.000000000000000,-120.796167999999994,36.696074000000003
295,4768.000000000000000,2,0.0250995,344.7449951,4.0760598,656,696899.999998999992386,4063420.000000000000000,-120.795944000000006,36.696069999999999
296,4769.000000000000000,1,0.0017928,341.5650024,3.3932500,657,696919.999998999992386,4063420.000000000000000,-120.795720000000003,36.696064999999997
297,4836.000000000000000,0,0.0143426,21.8013992,3.8510301,667,696599.999998999992386,4063440.000000000000000,-120.799295000000001,36.696311999999999
298,4837.000000000000000,0,0.0000000,15.2551003,4.0760598,666,696619.999998999992386,4063440.000000000000000,-120.799070999999998,36.696308000000002
299,4838.000000000000000,3,0.0322708,29.0545998,3.6817801,666,696639.999998999992386,4063440.000000000000000,-120.798846999999995,36.696303999999998
300,4839.000000000000000,1,0.0000000,45.0000000,4.0446901,665,696659.999998999992386,4063440.000000000000000,-120.798624000000004,36.696300000000001
301,4840.000000000000000,1,0.0259959,45.0000000,4.0446901,664,696679.999998999992386,4063440.000000000000000,-120.798400000000001,36.696294999999999
302,4841.000000000000000,4,0.0690236,30.9638004,4.1687398,663,696699.999998999992386,4063440.000000000000000,-120.798175999999998,36.696291000000002
303,4842.000000000000000,4,0.0466134,32.0054016,6.7255301,663,696719.999998999992386,4063440.000000000000000,-120.797953000000007,36.696286999999998
304,4843.000000000000000,3,0.0770913,42.2737007,10.5270004,661,696739.999998999992386,4063440.000000000000000,-120.797729000000004,36.696283000000001
305,4844.000000000000000,2,0.0179282,42.5103989,11.5017996,658,696759.999998999992386,4063440.000000000000000,-120.797505000000001,36.696278999999997
306,4845.000000000000000,2,0.0044820,29.4759007,9.3762503,655,696779.999998999992386,4063440.000000000000000,-120.797280999999998,36.696275000000000
307,4846.000000000000000,3,0.0017928,0.0000000,7.1250200,654,696799.999998999992386,4063440.000000000000000,-120.797058000000007,36.696271000000003
308,4847.000000000000000,3,0.0170318,336.8009949,5.4380102,655,696819.999998999992386,4063440.000000000000000,-120.796834000000004,36.696266000000001
309,4848.000000000000000,3,0.0179282,0.0000000,2.8624101,656,696839.999998999992386,4063440.000000000000000,-120.796610000000001,36.696261999999997
310,4849.000000000000000,1,0.0250995,18.4349003,2.2636399,655,696859.999998999992386,4063440.000000000000000,-120.796386999999996,36.696258000000000
311,4850.000000000000000,1,0.0250995,348.6900024,1.8253300,655,696879.999998999992386,4063440.000000000000000,-120.796163000000007,36.696254000000003
312,4851.000000000000000,0,0.0466134,315.0000000,2.0248699,655,696899.999998999992386,4063440.000000000000000,-120.795939000000004,36.696249999999999
313,4918.000000000000000,0,0.0000000,66.8013992,5.4380102,667,696579.999998999992386,4063460.000000000000000,-120.799514000000002,36.696496000000003
314,4919.000000000000000,1,0.0259959,37.8750000,4.0760598,665,696599.999998999992386,4063460.000000000000000,-120.799289999999999,36.696491999999999
315,4920.000000000000000,1,0.0403385,6.3401899,3.2392700,665,696619.999998999992386,4063460.000000000000000,-120.799065999999996,36.696488000000002
316,4921.000000000000000,2,0.0313744,23.1986008,2.7251401,665,696639.999998999992386,4063460.000000000000000,-120.798841999999993,36.696483999999998
317,4922.000000000000000,1,0.0340636,54.4622993,3.0775199,664,696659.999998999992386,4063460.000000000000000,-120.798619000000002,36.696480000000001
318,4923.000000000000000,4,0.0636452,63.4348984,3.1996000,663,696679.999998999992386,4063460.000000000000000,-120.798394999999999,36.696475999999997
319,4924.000000000000000,0,0.0313744,55.3047981,5.6437101,662,696699.999998999992386,4063460.000000000000000,-120.798170999999996,36.696471000000003
320,4925.000000000000000,2,0.0098605,45.0000000,10.5152998,660,696719.999998999992386,4063460.000000000000000,-120.797946999999994,36.696466999999998
321,4926.000000000000000,3,0.0510954,38.8844986,13.9771004,657,696739.999998999992386,4063460.000000000000000,-120.797724000000002,36.696463000000001
322,4927.000000000000000,3,0.0268923,32.0054016,13.2707005,654,696759.999998999992386,4063460.000000000000000,-120.797499999999999,36.696458999999997
323,4928.000000000000000,2,0.0224103,14.0361996,8.7892704,652,696779.999998999992386,4063460.000000000000000,-120.797275999999997,36.696455000000000
324,4929.000000000000000,3,0.0143426,336.8009949,5.4380102,652,696799.999998999992386,4063460.000000000000000,-120.797053000000005,36.696451000000003
325,4930.000000000000000,0,0.0206174,303.6900024,5.1506500,653,696819.999998999992386,4063460.000000000000000,-120.796829000000002,36.696446999999999
326,4931.000000000000000,1,0.0000000,329.0360107,2.0871301,655,696839.999998999992386,4063460.000000000000000,-120.796605000000000,36.696441999999998
327,4932.000000000000000,3,0.0080677,26.5650997,1.6010500,654,696859.999998999992386,4063460.000000000000000,-120.796380999999997,36.696438000000001
328,4933.000000000000000,0,0.0376493,315.0000000,1.5189300,655,696879.999998999992386,4063460.000000000000000,-120.796158000000005,36.696434000000004
329,5001.000000000000000,0,0.0349600,69.4440002,6.0960798,666,696579.999998999992386,4063480.000000000000000,-120.799508000000003,36.696675999999997
330,5002.000000000000000,3,0.0170318,53.1301003,3.5763299,664,696599.999998999992386,4063480.000000000000000,-120.799284999999998,36.696672000000000
331,5003.000000000000000,3,0.0475098,14.0361996,2.9503500,664,696619.999998999992386,4063480.000000000000000,-120.799060999999995,36.696668000000003
332,5004.000000000000000,0,0.0188246,6.3401899,3.2392700,664,696639.999998999992386,4063480.000000000000000,-120.798837000000006,36.696663999999998
333,5005.000000000000000,0,0.0304780,30.9638004,2.0871301,664,696659.999998999992386,4063480.000000000000000,-120.798613000000003,36.696660000000001
334,5006.000000000000000,2,0.0259959,81.8699036,2.5304899,663,696679.999998999992386,4063480.000000000000000,-120.798389999999998,36.696655999999997
335,5007.000000000000000,4,0.0457169,79.6951981,7.9558001,662,696699.999998999992386,4063480.000000000000000,-120.798165999999995,36.696652000000000
336,5008.000000000000000,1,0.0797806,66.8013992,13.3868999,657,696719.999998999992386,4063480.000000000000000,-120.797942000000006,36.696646999999999
337,5009.000000000000000,0,0.0008964,51.1155014,13.9771004,653,696739.999998999992386,4063480.000000000000000,-120.797719000000001,36.696643000000002
338,5012.000000000000000,3,0.0017928,310.9140015,7.0719199,651,696799.999998999992386,4063480.000000000000000,-120.797047000000006,36.696630999999996
339,5013.000000000000000,3,0.0493026,290.5559998,6.0960798,653,696819.999998999992386,4063480.000000000000000,-120.796824000000001,36.696626999999999
340,5014.000000000000000,0,0.0161354,315.0000000,2.0248699,655,696839.999998999992386,4063480.000000000000000,-120.796599999999998,36.696623000000002
341,5015.000000000000000,0,0.0627488,26.5650997,1.6010500,654,696859.999998999992386,4063480.000000000000000,-120.796375999999995,36.696618000000001
342,5083.000000000000000,0,0.0053785,59.0362015,6.2393899,668,696559.999998999992386,4063500.000000000000000,-120.799727000000004,36.696860999999998
343,5084.000000000000000,1,0.0501990,64.9831009,5.9065700,665,696579.999998999992386,4063500.000000000000000,-120.799503000000001,36.696857000000001
344,5085.000000000000000,1,0.0000000,53.1301003,3.5763299,664,696599.999998999992386,4063500.000000000000000,-120.799279999999996,36.696852000000000
345,5086.000000000000000,4,0.0573703,36.8698997,3.5763299,663,696619.999998999992386,4063500.000000000000000,-120.799055999999993,36.696848000000003
346,5087.000000000000000,4,0.0412349,0.0000000,3.5763299,662,696639.999998999992386,4063500.000000000000000,-120.798832000000004,36.696843999999999
347,5088.000000000000000,1,0.0152390,336.8009949,2.7251401,663,696659.999998999992386,4063500.000000000000000,-120.798608000000002,36.696840000000002
348,5089.000000000000000,2,0.0053785,63.4348984,1.6010500,663,696679.999998999992386,4063500.000000000000000,-120.798384999999996,36.696835999999998
349,5090.000000000000000,2,0.0528882,87.8788986,9.5848703,662,696699.999998999992386,4063500.000000000000000,-120.798160999999993,36.696832000000001
350,5091.000000000000000,3,0.0501990,83.6597977,15.8004999,656,696719.999998999992386,4063500.000000000000000,-120.797937000000005,36.696827999999996
351,5095.000000000000000,2,0.0062749,300.9639893,8.2938099,649,696799.999998999992386,4063500.000000000000000,-120.797042000000005,36.696810999999997
352,5096.000000000000000,1,0.0098605,307.4049988,7.6184301,652,696819.999998999992386,4063500.000000000000000,-120.796818999999999,36.696807000000000
353,5097.000000000000000,0,0.0233067,338.9620056,4.9751902,654,696839.999998999992386,4063500.000000000000000,-120.796594999999996,36.696803000000003
354,5165.000000000000000,0,0.0197210,0.0000000,6.4187899,667,696539.999998999992386,4063520.000000000000000,-120.799946000000006,36.697045000000003
355,5166.000000000000000,2,0.0017928,45.0000000,5.0511498,666,696559.999998999992386,4063520.000000000000000,-120.799722000000003,36.697040999999999
356,5167.000000000000000,1,0.0493026,68.9625015,4.9751902,664,696579.999998999992386,4063520.000000000000000,-120.799498000000000,36.697037000000002
357,5168.000000000000000,1,0.0663344,63.4348984,3.1996000,663,696599.999998999992386,4063520.000000000000000,-120.799273999999997,36.697032999999998
358,5169.000000000000000,1,0.0000000,63.4348984,3.1996000,662,696619.999998999992386,4063520.000000000000000,-120.799051000000006,36.697028000000003
359,5170.000000000000000,0,0.0026892,11.3099003,1.8253300,661,696639.999998999992386,4063520.000000000000000,-120.798827000000003,36.697023999999999
360,5171.000000000000000,1,0.0233067,324.4620056,3.0775199,662,696659.999998999992386,4063520.000000000000000,-120.798603000000000,36.697020000000002
361,5172.000000000000000,2,0.0224103,14.0361996,2.9503500,663,696679.999998999992386,4063520.000000000000000,-120.798378999999997,36.697015999999998
362,5173.000000000000000,1,0.0349600,72.7584991,10.7456999,662,696699.999998999992386,4063520.000000000000000,-120.798156000000006,36.697012000000001
363,5174.000000000000000,0,0.0206174,77.3473969,17.4256001,656,696719.999998999992386,4063520.000000000000000,-120.797932000000003,36.697007999999997
364,5247.000000000000000,1,0.0475098,351.8699951,7.5523701,663,696519.999998999992386,4063540.000000000000000,-120.800163999999995,36.697229000000000
365,5248.000000000000000,0,0.0340636,336.0379944,7.0184102,664,696539.999998999992386,4063540.000000000000000,-120.799940000000007,36.697225000000003
366,5249.000000000000000,3,0.0654380,11.3099003,3.6469700,666,696559.999998999992386,4063540.000000000000000,-120.799717000000001,36.697220999999999
367,5250.000000000000000,2,0.0286851,68.1986008,3.8510301,664,696579.999998999992386,4063540.000000000000000,-120.799492999999998,36.697217000000002
368,5251.000000000000000,1,0.1290830,81.8699036,2.5304899,663,696599.999998999992386,4063540.000000000000000,-120.799268999999995,36.697212999999998
369,5252.000000000000000,0,0.0017928,90.0000000,2.8624101,662,696619.999998999992386,4063540.000000000000000,-120.799046000000004,36.697209000000001
370,5253.000000000000000,2,0.0421313,63.4348984,1.6010500,661,696639.999998999992386,4063540.000000000000000,-120.798822000000001,36.697203999999999
371,5254.000000000000000,3,0.0188246,0.0000000,2.8624101,661,696659.999998999992386,4063540.000000000000000,-120.798597999999998,36.697200000000002
372,5255.000000000000000,1,0.0035856,20.5559998,6.0960798,661,696679.999998999992386,4063540.000000000000000,-120.798373999999995,36.697195999999998
373,5256.000000000000000,0,0.0179282,55.1246986,14.1118002,660,696699.999998999992386,4063540.000000000000000,-120.798151000000004,36.697192000000001
374,5329.000000000000000,1,0.0331672,54.4622993,3.0775199,662,696499.999998999992386,4063560.000000000000000,-120.800382999999997,36.697414000000002
375,5330.000000000000000,4,0.0493026,0.0000000,2.8624101,661,696519.999998999992386,4063560.000000000000000,-120.800158999999994,36.697409000000000
376,5331.000000000000000,4,0.0860554,325.3049927,5.6437101,662,696539.999998999992386,4063560.000000000000000,-120.799935000000005,36.697405000000003
377,5332.000000000000000,2,0.0125498,348.6900024,5.4612598,664,696559.999998999992386,4063560.000000000000000,-120.799712000000000,36.697400999999999
378,5333.000000000000000,0,0.0304780,21.8013992,3.8510301,663,696579.999998999992386,4063560.000000000000000,-120.799487999999997,36.697397000000002
379,5334.000000000000000,4,0.0071713,45.0000000,2.0248699,663,696599.999998999992386,4063560.000000000000000,-120.799263999999994,36.697392999999998
380,5335.000000000000000,2,0.0475098,81.8699036,2.5304899,662,696619.999998999992386,4063560.000000000000000,-120.799040000000005,36.697389000000001
381,5336.000000000000000,0,0.0044820,81.8699036,2.5304899,661,696639.999998999992386,4063560.000000000000000,-120.798817000000000,36.697384999999997
382,5337.000000000000000,3,0.0152390,53.1301003,3.5763299,660,696659.999998999992386,4063560.000000000000000,-120.798592999999997,36.697380000000003
383,5338.000000000000000,1,0.0304780,45.0000000,8.5453501,659,696679.999998999992386,4063560.000000000000000,-120.798368999999994,36.697375999999998
384,5412.000000000000000,3,0.0555775,53.1301003,3.5763299,662,696499.999998999992386,4063580.000000000000000,-120.800377999999995,36.697594000000002
385,5413.000000000000000,3,0.0412349,18.4349003,2.2636399,661,696519.999998999992386,4063580.000000000000000,-120.800154000000006,36.697589999999998
386,5414.000000000000000,6,0.0573703,341.5650024,3.3932500,661,696539.999998999992386,4063580.000000000000000,-120.799930000000003,36.697584999999997
387,5415.000000000000000,2,0.1003980,347.0050049,4.7666001,661,696559.999998999992386,4063580.000000000000000,-120.799706000000000,36.697581000000000
388,5416.000000000000000,1,0.0098605,350.5379944,4.3480902,662,696579.999998999992386,4063580.000000000000000,-120.799482999999995,36.697577000000003
389,5417.000000000000000,2,0.0277887,0.0000000,2.8624101,662,696599.999998999992386,4063580.000000000000000,-120.799259000000006,36.697572999999998
390,5418.000000000000000,2,0.0053785,45.0000000,2.5304899,662,696619.999998999992386,4063580.000000000000000,-120.799035000000003,36.697569000000001
391,5419.000000000000000,1,0.0107569,60.9454002,3.6817801,661,696639.999998999992386,4063580.000000000000000,-120.798811999999998,36.697564999999997
392,5420.000000000000000,1,0.0215139,57.9945984,6.7255301,660,696659.999998999992386,4063580.000000000000000,-120.798587999999995,36.697561000000000
393,5497.000000000000000,1,0.1183260,0.0000000,1.4321001,660,696539.999998999992386,4063600.000000000000000,-120.799925000000002,36.697766000000001
394,5498.000000000000000,4,0.0493026,348.6900024,1.8253300,660,696559.999998999992386,4063600.000000000000000,-120.799700999999999,36.697761999999997
395,5499.000000000000000,1,0.0098605,336.8009949,2.7251401,660,696579.999998999992386,4063600.000000000000000,-120.799477999999993,36.697757000000003
396,5500.000000000000000,0,0.0071713,345.9639893,2.9503500,661,696599.999998999992386,4063600.000000000000000,-120.799254000000005,36.697752999999999
397,5501.000000000000000,2,0.0161354,26.5650997,3.1996000,661,696619.999998999992386,4063600.000000000000000,-120.799030000000002,36.697749000000002
398,5502.000000000000000,3,0.0403385,50.7106018,5.0762100,660,696639.999998999992386,4063600.000000000000000,-120.798805999999999,36.697744999999998
399,5503.000000000000000,0,0.0233067,61.3894997,8.9016104,658,696659.999998999992386,4063600.000000000000000,-120.798582999999994,36.697741000000001
400,5579.000000000000000,0,0.0519918,333.4349976,3.1996000,660,696519.999998999992386,4063620.000000000000000,-120.800144000000003,36.697949999999999
401,5580.000000000000000,1,0.0161354,348.6900024,1.8253300,660,696539.999998999992386,4063620.000000000000000,-120.799920000000000,36.697946000000002
402,5581.000000000000000,2,0.0295816,0.0000000,1.4321001,660,696559.999998999992386,4063620.000000000000000,-120.799695999999997,36.697941999999998
403,5582.000000000000000,0,0.0304780,348.6900024,1.8253300,660,696579.999998999992386,4063620.000000000000000,-120.799471999999994,36.697938000000001
404,5583.000000000000000,3,0.0062749,351.8699951,2.5304899,660,696599.999998999992386,4063620.000000000000000,-120.799249000000003,36.697932999999999
405,5584.000000000000000,0,0.0143426,26.5650997,3.1996000,660,696619.999998999992386,4063620.000000000000000,-120.799025000000000,36.697929000000002
406,5585.000000000000000,1,0.0017928,56.3098984,5.1506500,659,696639.999998999992386,4063620.000000000000000,-120.798800999999997,36.697924999999998
407,5662.000000000000000,1,0.0170318,334.9830017,5.9065700,658,696519.999998999992386,4063640.000000000000000,-120.800138000000004,36.698129999999999
408,5663.000000000000000,3,0.0233067,341.5650024,4.5202298,659,696539.999998999992386,4063640.000000000000000,-120.799914999999999,36.698126000000002
409,5664.000000000000000,2,0.0089641,353.6600037,3.2392700,659,696559.999998999992386,4063640.000000000000000,-120.799690999999996,36.698121999999998
410,5665.000000000000000,1,0.0125498,0.0000000,2.8624101,659,696579.999998999992386,4063640.000000000000000,-120.799467000000007,36.698118000000001
411,5666.000000000000000,1,0.0000000,0.0000000,2.8624101,659,696599.999998999992386,4063640.000000000000000,-120.799244000000002,36.698113999999997
412,5667.000000000000000,1,0.0000000,26.5650997,3.1996000,659,696619.999998999992386,4063640.000000000000000,-120.799019999999999,36.698109000000002
413,5744.000000000000000,1,0.0071713,5.1944299,7.8609600,655,696499.999998999992386,4063660.000000000000000,-120.800357000000005,36.698314000000003
414,5745.000000000000000,1,0.0143426,338.1990051,7.6675801,656,696519.999998999992386,4063660.000000000000000,-120.800133000000002,36.698309999999999
415,5746.000000000000000,1,0.0017928,339.7749939,7.2126002,657,696539.999998999992386,4063660.000000000000000,-120.799909999999997,36.698306000000002
416,5747.000000000000000,1,0.0170318,345.9639893,5.8851299,658,696559.999998999992386,4063660.000000000000000,-120.799685999999994,36.698301999999998
417,5748.000000000000000,5,0.0448205,350.5379944,4.3480902,658,696579.999998999992386,4063660.000000000000000,-120.799462000000005,36.698298000000001
418,5749.000000000000000,1,0.0125498,353.6600037,3.2392700,658,696599.999998999992386,4063660.000000000000000,-120.799238000000003,36.698293999999997
419,5825.000000000000000,0,0.0250995,57.8042984,11.2776003,656,696459.999998999992386,4063680.000000000000000,-120.800798999999998,36.698503000000002
420,5826.000000000000000,2,0.0600595,38.9910011,9.5848703,653,696479.999998999992386,4063680.000000000000000,-120.800576000000007,36.698498999999998
421,5827.000000000000000,2,0.0197210,0.0000000,7.8290801,652,696499.999998999992386,4063680.000000000000000,-120.800352000000004,36.698495000000001
422,5828.000000000000000,2,0.0896411,336.8009949,8.1266499,653,696519.999998999992386,4063680.000000000000000,-120.800128000000001,36.698490000000000
423,5829.000000000000000,2,0.0250995,334.6539917,7.4857101,654,696539.999998999992386,4063680.000000000000000,-120.799903999999998,36.698486000000003
424,5831.000000000000000,1,0.0044820,338.9620056,4.9751902,656,696579.999998999992386,4063680.000000000000000,-120.799457000000004,36.698478000000001
425,5832.000000000000000,1,0.0457169,344.7449951,4.0760598,657,696599.999998999992386,4063680.000000000000000,-120.799233000000001,36.698473999999997
426,5908.000000000000000,9,0.0250995,73.8107986,11.4062996,654,696459.999998999992386,4063700.000000000000000,-120.800793999999996,36.698683000000003
427,5909.000000000000000,1,0.0367528,58.2405014,8.7751198,651,696479.999998999992386,4063700.000000000000000,-120.800571000000005,36.698678999999998
428,5910.000000000000000,0,0.0000000,3.3664601,6.0753298,649,696499.999998999992386,4063700.000000000000000,-120.800347000000002,36.698675000000001
429,5911.000000000000000,4,0.0224103,323.1300049,7.1250200,651,696519.999998999992386,4063700.000000000000000,-120.800122999999999,36.698670999999997
430,5990.000000000000000,4,0.0484062,45.0000000,5.0511498,658,696439.999998999992386,4063720.000000000000000,-120.801012999999998,36.698867000000000
431,5991.000000000000000,1,0.0035856,78.6901016,10.8249998,654,696459.999998999992386,4063720.000000000000000,-120.800788999999995,36.698863000000003
432,5992.000000000000000,4,0.0053785,78.6901016,9.0536499,650,696479.999998999992386,4063720.000000000000000,-120.800565000000006,36.698858999999999
433,5993.000000000000000,3,0.0026892,26.5650997,3.1996000,647,696499.999998999992386,4063720.000000000000000,-120.800342000000001,36.698855000000002
434,6072.000000000000000,1,0.0224103,315.0000000,5.0511498,655,696419.999998999992386,4063740.000000000000000,-120.801231000000001,36.699052000000002
